0.0	5945.0	6698.0	8711.0	5273.0	10022.0	5764.0	7471.0	8644.0	5288.0	7324.0	6085.0	8726.0	9241.0	5512.0	6551.0	8020.0	4814.0	9520.0	5368.0	7889.0	7556.0	4614.0	7294.0	5392.0	8270.0	8652.0	0.0
5945.0	0.0	5788.0	5070.0	10450.0	4233.0	4087.0	6530.0	10941.0	5858.0	8378.0	464.0	11510.0	5919.0	457.9	5641.0	4751.0	9992.0	3731.0	3691.0	6947.0	9970.0	5706.0	8157.0	552.0	11333.0	5583.0	5945.0
6698.0	5788.0	0.0	4680.0	9563.0	8697.0	9381.0	2762.0	9570.0	10565.0	13617.0	5572.0	15106.0	4940.0	5707.0	474.0	3918.0	9105.0	8387.0	8985.0	3180.0	8412.0	9897.0	13396.0	5336.0	14511.0	4425.0	6698.0
8711.0	5070.0	4680.0	0.0	13089.0	6171.0	8818.0	2803.0	13019.0	10018.0	13054.0	4625.0	14927.0	932.0	546.2	4478.0	587.0	12630.0	6759.0	8422.0	3221.0	11861.0	9350.0	12833.0	4587.0	14333.0	595.0	8711.0
5273.0	10450.0	9563.0	13089.0	0.0	14474.0	10373.0	11336.0	3474.0	10027.0	11508.0	10591.0	12906.0	13515.0	10018.0	524.5	12289.0	527.0	13972.0	9977.0	11754.0	2857.0	9360.0	11477.0	9898.0	12454.0	12861.0	5273.0
10022.0	4233.0	8697.0	6171.0	14474.0	0.0	5072.0	8694.0	14491.0	9525.0	11597.0	4102.0	14728.0	6822.0	4902.0	8550.0	5995.0	14016.0	475.3	5404.0	9112.0	13333.0	9546.0	11375.0	4797.0	14420.0	6486.0	10021.0
5764.0	4087.0	9381.0	8818.0	10373.0	5072.0	0.0	10110.0	13392.0	4574.0	6646.0	4550.0	9778.0	9667.0	4122.0	9234.0	8498.0	9914.0	4570.0	492.5	10528.0	12421.0	4595.0	6424.0	4510.0	9470.0	9130.0	5764.0
7471.0	6530.0	2762.0	2803.0	11336.0	8694.0	10110.0	0.0	11341.0	11310.0	14347.0	6314.0	15846.0	3131.0	6449.0	3121.0	3104.0	10879.0	9129.0	9715.0	437.0	10183.0	10642.0	14125.0	6095.0	15252.0	2548.0	7471.0
8644.0	10941.0	9570.0	13019.0	3474.0	14491.0	13392.0	11341.0	0.0	13398.0	14879.0	11081.0	16278.0	13520.0	10508.0	9195.0	12333.0	3899.0	13990.0	12997.0	11759.0	529.0	12731.0	14848.0	10388.0	15825.0	12905.0	8644.0
5288.0	5858.0	10565.0	10018.0	10027.0	9525.0	4574.0	11310.0	13398.0	0.0	3410.0	6308.0	6310.0	10867.0	5941.0	10419.0	9698.0	9562.0	9023.0	4022.0	11728.0	12166.0	526.5	3188.0	5821.0	5715.0	10326.0	5288.0
7324.0	8378.0	13617.0	13054.0	11508.0	11597.0	6646.0	14347.0	14879.0	3410.0	0.0	8828.0	3213.0	13904.0	8394.0	13444.0	12734.0	11042.0	11095.0	6094.0	14764.0	13646.0	4101.0	485.8	8858.0	2912.0	13367.0	7324.0
