0.0	594.0	711.0	931.0	732.0	1074.0	657.0	858.0	954.0	742.0	862.0	662.0	983.0	986.0	613.0	727.0	864.0	720.0	1045.0	687.0	913.0	828.0	612.0	789.0	583.0	918.0	904.0	0.0
594.0	0.0	632.0	478.0	994.0	490.0	542.0	793.0	1020.0	683.0	983.0	85.0	1190.0	572.0	105.0	677.0	470.0	981.0	461.0	542.0	848.0	894.0	554.0	988.0	54.0	1124.0	497.0	653.0
711.0	632.0	0.0	334.0	965.0	1041.0	1259.0	239.0	924.0	1303.0	1492.0	759.0	1613.0	389.0	805.0	294.0	388.0	952.0	1012.0	1259.0	294.0	807.0	1173.0	1419.0	734.0	1548.0	307.0	871.0
931.0	478.0	334.0	0.0	1243.0	769.0	987.0	373.0	1202.0	1062.0	1439.0	521.0	1563.0	153.0	564.0	554.0	155.0	1230.0	740.0	986.0	428.0	1086.0	932.0	1366.0	493.0	1498.0	77.0	971.0
732.0	994.0	965.0	1243.0	0.0	1481.0	1095.0	1130.0	307.0	1093.0	1152.0	1069.0	1273.0	1280.0	1020.0	924.0	1226.0	87.0	1452.0	1126.0	1185.0	207.0	963.0	1079.0	990.0	1208.0	1198.0	707.0
1074.0	490.0	1041.0	769.0	1481.0	0.0	620.0	1099.0	1450.0	1050.0	1298.0	541.0	1556.0	878.0	604.0	1006.0	765.0	1456.0	96.0	615.0	1154.0	1333.0	972.0	1302.0	537.0	1501.0	803.0	1112.0
657.0	542.0	1259.0	987.0	1095.0	620.0	0.0	1250.0	1346.0	634.0	888.0	599.0	1146.0	1071.0	584.0	1119.0	956.0	1115.0	532.0	183.0	1305.0	1220.0	565.0	892.0	568.0	1120.0	996.0	685.0
858.0	793.0	239.0	373.0	1130.0	1099.0	1250.0	0.0	1063.0	1320.0	1509.0	776.0	1630.0	406.0	822.0	433.0	405.0	1091.0	1029.0	1276.0	83.0	947.0	1190.0	1436.0	751.0	1565.0	324.0	888.0
954.0	1020.0	924.0	1202.0	307.0	1450.0	1346.0	1063.0	0.0	1359.0	1419.0	1085.0	1540.0	1232.0	1035.0	855.0	1178.0	387.0	1459.0	1380.0	1137.0	236.0	1230.0	1345.0	1006.0	1474.0	1150.0	974.0
742.0	683.0	1303.0	1062.0	1093.0	1050.0	634.0	1320.0	1359.0	0.0	482.0	738.0	682.0	1168.0	689.0	1197.0	1009.0	1055.0	1011.0	606.0	1365.0	1218.0	124.0	486.0	659.0	616.0	1091.0	700.0
