StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C3	33.402575473840265	-112.10961266200634	6.87	100	0.115
C1	33.43879379580818	-112.13155197469673	6.26	100	0.104
C2	33.494076058309396	-112.0969988318587	6.28	100	0.105
C3	33.422382772435526	-112.11677263490613	6.63	100	0.111
C4	33.407587485080185	-112.07882995491283	7.66	100	0.128
C5	33.456676993481814	-112.11759774852501	6.27	100	0.105
C6	33.44143062359165	-112.12240273762838	6.39	100	0.107
S3	33.406405675952506	-112.10714646779115	0.0	1	0.0
S1	33.440774438164794	-112.12692840580779	0.0	1	0.0
S2	33.49071138471555	-112.09370263687617	0.0	1	0.0
S3	33.425575781503156	-112.11324429370441	0.0	1	0.0
S4	33.411896465326485	-112.07809335869024	0.0	1	0.0
S5	33.45760074120838	-112.11252282580482	0.0	1	0.0
S6	33.44349645107219	-112.11783236990242	0.0	1	0.0
Tmax=120
