StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C2	33.406784998618946	-112.03121663173644	7.15	100	0.119
C4	33.416838542467744	-112.08037202589038	5.87	100	0.098
C1	33.49582331640993	-112.12532577009384	7.08	100	0.118
C2	33.441095968325364	-112.0348152629151	6.95	100	0.116
C3	33.510929186949156	-112.01689121496538	7.72	100	0.129
C4	33.44934411334118	-111.98985365676153	7.15	100	0.119
C5	33.411367735135364	-112.01616319627362	6.86	100	0.114
C6	33.50861206219214	-112.08420514320198	6.71	100	0.112
S2	33.411902426369636	-112.0344817941029	0.0	1	0.0
S4	33.42253306395219	-112.07903380997035	0.0	1	0.0
S1	33.49268137338383	-112.11950135185002	0.0	1	0.0
S2	33.44487719449544	-112.04006759217141	0.0	1	0.0
S3	33.50673119899241	-112.02167551741776	0.0	1	0.0
S4	33.45072698972186	-111.9965779647135	0.0	1	0.0
S5	33.41587270249342	-112.02052687489703	0.0	1	0.0
S6	33.50304758726773	-112.08223552052188	0.0	1	0.0
Tmax=120
