StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C3	33.5171248474057	-112.12614925502102	7.55	100	0.126
C5	33.41746689404895	-112.1172736129636	7.76	100	0.129
C7	33.44139083968455	-112.1163705290253	7.67	100	0.129
C1	33.4938471764474	-112.03887834424516	6.0	100	0.100
C2	33.45745025977685	-112.00114105272078	7.0	100	0.117
S3	33.51393022191316	-112.12261934672537	0.0	1	0.0
S5	33.420799259431696	-112.11393374660194	0.0	1	0.0
S7	33.44365386972787	-112.1119350247657	0.0	1	0.0
S1	33.490583813166374	-112.04231656456196	0.0	1	0.0
S2	33.45806500339396	-112.00628224384255	0.0	1	0.0
Tmax=120
