0.0	7989.0	8644.0	7248.0	8699.0	7289.0	7841.0	5908.0	8285.0	0.0
7989.0	0.0	16375.0	11625.0	9901.0	1019.0	14435.0	10260.0	9704.0	7854.0
8644.0	16375.0	0.0	8844.0	17231.0	14043.0	1184.0	8644.0	16814.0	8994.0
7248.0	11625.0	8844.0	0.0	15224.0	10265.0	8442.0	1637.0	14807.0	7357.0
8699.0	9901.0	17231.0	15224.0	0.0	9641.0	16290.0	14394.0	1235.0	8628.0
7289.0	1019.0	14043.0	10265.0	9641.0	0.0	13630.0	9455.0	8898.0	7154.0
7841.0	14435.0	1184.0	8442.0	16290.0	13630.0	0.0	8235.0	16220.0	7959.0
5908.0	10260.0	8644.0	1637.0	14394.0	9455.0	8235.0	0.0	13893.0	5945.0
8285.0	9704.0	16814.0	14807.0	1235.0	8898.0	16220.0	13893.0	0.0	8431.0
0.0	7854.0	8994.0	7357.0	8628.0	7154.0	7959.0	5945.0	8431.0	0.0
