0.0	948.0	985.0	1375.0	960.0	935.0	1055.0	865.0	891.0	1152.0	859.0	897.0	1011.0	0.0
948.0	0.0	827.0	1852.0	454.0	901.0	534.0	165.0	783.0	1629.0	593.0	875.0	473.0	972.0
985.0	827.0	0.0	2062.0	724.0	1316.0	529.0	905.0	127.0	1839.0	536.0	1258.0	514.0	1074.0
1375.0	1852.0	2062.0	0.0	1960.0	1437.0	2065.0	1808.0	1900.0	273.0	1881.0	1374.0	2021.0	1348.0
960.0	454.0	724.0	1960.0	0.0	1050.0	405.0	435.0	653.0	1777.0	342.0	1023.0	343.0	996.0
935.0	901.0	1316.0	1437.0	1050.0	0.0	1196.0	893.0	1190.0	1121.0	1069.0	121.0	1152.0	920.0
1055.0	534.0	529.0	2065.0	405.0	1196.0	0.0	626.0	465.0	1917.0	459.0	1180.0	122.0	1137.0
865.0	165.0	905.0	1808.0	435.0	893.0	626.0	0.0	857.0	1596.0	541.0	842.0	547.0	911.0
891.0	783.0	127.0	1900.0	653.0	1190.0	465.0	857.0	0.0	1712.0	481.0	1145.0	458.0	947.0
1152.0	1629.0	1839.0	273.0	1777.0	1121.0	1917.0	1596.0	1712.0	0.0	1647.0	1140.0	1787.0	1114.0
859.0	593.0	536.0	1881.0	342.0	1069.0	459.0	541.0	481.0	1647.0	0.0	983.0	354.0	955.0
897.0	875.0	1258.0	1374.0	1023.0	121.0	1180.0	842.0	1145.0	1140.0	983.0	0.0	1102.0	874.0
1011.0	473.0	514.0	2021.0	343.0	1152.0	122.0	547.0	458.0	1787.0	354.0	1102.0	0.0	1016.0
0.0	972.0	1074.0	1348.0	996.0	920.0	1137.0	911.0	947.0	1114.0	955.0	874.0	1016.0	0.0
