StringID	x	y	profit	demand	delayRatio
D0	35	35	0	0	0.0
C1	41	49	10	10	0.091
C2	35	17	7	7	0.064
C3	55	45	13	13	0.118
C4	55	20	19	19	0.173
C5	15	30	26	26	0.236
C6	25	30	3	3	0.027
C7	20	50	5	5	0.045
C8	10	43	9	9	0.082
C9	55	60	16	16	0.145
C10	30	60	16	16	0.145
C11	20	65	12	12	0.109
C12	50	35	19	19	0.173
C13	30	25	23	23	0.209
C14	15	10	20	20	0.182
C15	30	5	8	8	0.073
C16	10	20	19	19	0.173
C17	5	30	2	2	0.018
C18	20	40	12	12	0.109
C19	15	60	17	17	0.155
C20	45	65	9	9	0.082
Tmax=165.0
