StringID	x	y	profit	demand	delayRatio
D0	35	35	0	0	0.0
C1	41	49	10	10	0.093
C2	35	17	7	7	0.065
C3	55	45	13	13	0.121
C4	55	20	19	19	0.178
C5	15	30	26	26	0.243
C6	25	30	3	3	0.028
C7	20	50	5	5	0.047
C8	10	43	9	9	0.084
C9	55	60	16	16	0.15
C10	30	60	16	16	0.15
C11	15	19	1	1	0.009
C12	22	22	2	2	0.019
C13	18	24	22	22	0.206
C14	31	52	27	27	0.252
C15	35	69	23	23	0.215
C16	53	52	11	11	0.103
C17	65	55	14	14	0.131
C18	63	65	8	8	0.075
C19	20	26	9	9	0.084
C20	18	18	17	17	0.159
Tmax=160.5
