StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	40	5	10	10	0.071
C2	40	15	40	40	0.286
C3	38	5	30	30	0.214
C4	38	15	10	10	0.071
C5	35	5	20	20	0.143
C6	95	30	30	30	0.214
C7	95	35	20	20	0.143
C8	92	30	10	10	0.071
C9	90	35	10	10	0.071
C10	88	30	10	10	0.071
C11	88	35	20	20	0.143
C12	87	30	10	10	0.071
C13	85	25	10	10	0.071
C14	85	35	30	30	0.214
C15	67	85	20	20	0.143
C16	65	85	40	40	0.286
C17	65	82	10	10	0.071
C18	62	80	30	30	0.214
C19	60	80	10	10	0.071
C20	60	85	30	30	0.214
Tmax=210.0
