StringID	x	y	profit	demand	delayRatio
D0	40	50	0	0	0.0
C1	25	85	20	20	0.161
C2	22	75	30	30	0.242
C3	22	85	10	10	0.081
C4	20	80	40	40	0.323
C5	20	85	20	20	0.161
C6	18	75	20	20	0.161
C7	15	75	20	20	0.161
C8	15	80	10	10	0.081
C9	10	35	20	20	0.161
C10	10	40	30	30	0.242
C11	8	40	40	40	0.323
C12	8	45	20	20	0.161
C13	5	35	10	10	0.081
C14	5	45	10	10	0.081
C15	2	40	20	20	0.161
C16	0	40	20	20	0.161
C17	0	45	20	20	0.161
C18	44	5	20	20	0.161
C19	42	10	40	40	0.323
C20	42	15	10	10	0.081
Tmax=186.0
