0.00	8605.00	11242.00	8058.00	8730.00	5804.00	8989.00	7308.00	5603.00	7436.00	8184.00	9635.00	7312.00	7984.00	5043.00	9143.00	6789.00	5590.00	6836.00	0.00
8605.00	0.00	19050.00	8644.00	15491.00	7041.00	16008.00	15072.00	12168.00	14247.00	533.16	17443.00	8242.00	14746.00	6993.00	16077.00	14553.00	12547.00	13617.00	8605.00
11242.00	19050.00	0.00	14031.00	6648.00	12322.00	5661.00	4374.00	9324.00	7846.00	18630.00	528.02	13314.00	7286.00	12312.00	6395.00	4873.00	8957.00	7832.00	11242.00
8058.00	8644.00	14031.00	0.00	8141.00	2946.00	8995.00	12512.00	5154.00	7233.00	8308.00	12424.00	528.36	7625.00	3483.00	9064.00	12126.00	6111.00	6603.00	8058.00
8730.00	15491.00	6648.00	8141.00	0.00	9203.00	3083.00	8058.00	3340.00	1366.00	509.35	6345.00	7761.00	545.00	9414.00	3174.00	7672.00	3915.00	1966.00	8730.00
5804.00	7041.00	12322.00	2946.00	9203.00	0.00	9821.00	10780.00	5880.00	7959.00	6620.00	10715.00	2231.00	8458.00	542.85	9789.00	10394.00	6010.00	7329.00	5804.00
8989.00	16008.00	5661.00	8995.00	3083.00	9821.00	0.00	5348.00	3877.00	2475.00	15588.00	526.85	8278.00	2848.00	9811.00	534.00	5494.00	4432.00	2386.00	8990.00
7308.00	15072.00	4374.00	12512.00	8058.00	10780.00	5348.00	0.00	8764.00	7445.00	14651.00	2816.00	11770.00	7822.00	10064.00	6082.00	504.61	8398.00	7273.00	7308.00
5603.00	12168.00	9324.00	5154.00	3340.00	5880.00	3877.00	8764.00	0.00	2115.00	11747.00	7716.00	496.54	2595.00	5918.00	3946.00	8378.00	594.00	1485.00	5603.00
7436.00	14247.00	7846.00	7233.00	1366.00	7959.00	2475.00	7445.00	2115.00	0.00	13826.00	6397.00	6517.00	621.00	8093.00	2567.00	7058.00	2670.00	544.95	7436.00
8184.00	533.16	18630.00	8308.00	509.35	6620.00	15588.00	14651.00	11747.00	13826.00	0.00	17023.00	7822.00	14325.00	6572.00	15657.00	14132.00	12126.00	13196.00	8184.00
9635.00	17443.00	528.02	12424.00	6345.00	10715.00	526.85	2816.00	7716.00	6397.00	17023.00	0.00	11707.00	6775.00	10705.00	4788.00	3277.00	7350.00	6225.00	9635.00
7312.00	8242.00	13314.00	528.36	7761.00	2231.00	8278.00	11770.00	496.54	6517.00	7822.00	11707.00	0.00	7016.00	2768.00	8347.00	11410.00	5395.00	5887.00	7341.00
7984.00	14746.00	7286.00	7625.00	545.00	8458.00	2848.00	7822.00	2595.00	621.00	14325.00	6775.00	7016.00	0.00	8669.00	2938.00	7436.00	3169.00	1220.00	7984.00
5043.00	6993.00	12312.00	3483.00	9414.00	542.85	9811.00	10064.00	5918.00	8093.00	6572.00	10705.00	2768.00	8669.00	0.00	9924.00	9678.00	6000.00	7463.00	5043.00
9143.00	16077.00	6395.00	9064.00	3174.00	9789.00	534.00	6082.00	3946.00	2567.00	15657.00	4788.00	8347.00	2938.00	9924.00	0.00	6228.00	4500.00	2455.00	9188.00
6789.00	14553.00	4873.00	12126.00	7672.00	10394.00	5494.00	504.61	8378.00	7058.00	14132.00	3277.00	11410.00	7436.00	9678.00	6228.00	0.00	8011.00	6886.00	6789.00
5590.00	12547.00	8957.00	6111.00	3915.00	6010.00	4432.00	8398.00	594.00	2670.00	12126.00	7350.00	5395.00	3169.00	6000.00	4500.00	8011.00	0.00	2040.00	5590.00
6836.00	13617.00	7832.00	6603.00	1966.00	7329.00	2386.00	7273.00	1485.00	544.95	13196.00	6225.00	5887.00	1220.00	7463.00	2455.00	6886.00	2040.00	0.00	6806.00
0.00	8605.00	11242.00	8058.00	8730.00	5804.00	8990.00	7308.00	5603.00	7436.00	8184.00	9635.00	7341.00	7984.00	5043.00	9188.00	6789.00	5590.00	6806.00	0.00
