StringID	x	y	profit	demand	 decayR
D0	33.465494239234175	-112.06887842234077	0	0	0
C1	33.48103397467301	-112.15185702508842	7.36	100	0.123
C2	33.4873714611103	-112.116753573498	6.35	100	0.106
C3	33.449872127808426	-112.11077958799193	6.56	100	0.109
C4	33.46577608519731	-112.14630169732048	7.44	100	0.124
C5	33.43231618781517	-112.08478441839414	6.12	100	0.102
C6	33.53011556177991	-112.08872408411497	7.46	100	0.124
S1	33.479764645065785	-112.14509857212319	0.0	1	0.0
S2	33.48458386661107	-112.11067821830882	0.0	1	0.0
S3	33.452241057920666	-112.10445877305646	0.0	1	0.0
S4	33.46575272715277	-112.13937679866561	0.0	1	0.0
S5	33.437705208662656	-112.08221380985735	0.0	1	0.0
S6	33.524493198359856	-112.08700425531013	0.0	1	0.0
Tmax=120
